"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","SwimmingPool-10.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1779.81","3941168","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","104.000","1026","10461","","","","","","","","","1796.99","3154032","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","galloc_res-3.pnml","33","4791","38652","0","tg,bs,hf","683.080","33","4791","","","","","","","","","1797.13","3716268","","","","","","",
"performance","done","","chain","sat-like","20","true","true","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","3.200","1600","12324","134750","134750","252.150","3.11621362935612e+25","105490","1047540","948948","813384","260.86","3595920",
"performance","ootime","killed","bfs","sat-like","20","true","true","SwimmingPool-6.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1795.94","3939076","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S04-J06-T08-unfolded.pnml","792","4268","28832","0","tg,bs,hf","27.320","792","4268","","","","","","","","","1793.16","3830824","","","","","","",
"performance","done","","chain","sat-like","20","true","true","RAS-R-15.pnml","60","32","150","0","tg,bs,hf","0.000","60","32","1610","1610","0.030","278528","201","300","388","236","0.04","2768664",
"performance","ootime","killed","chain","sat-like","20","true","true","BridgeAndVehicles-V80-P20-N50-unfolded.pnml","228","8588","67470","0","tg,bs,hf","128.960","228","8588","","","","","","","","","1797.32","3168172","","","","","","",
"performance","done","","chain","sat-like","20","true","true","RAS-C-15.pnml","90","60","264","0","tg,bs,hf","0.000","90","60","526","526","0.020","578878464","768","528","908","746","0.04","2791948",
"performance","ootime","killed","chain","sat-like","20","true","true","angiogenesis-50.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1773.51","3069928","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1797.15","3417836","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1769.82","3939560","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","simple_lbs-15.pnml","149","1280","8988","0","tg,bs,hf","2.000","149","1280","","","","","","","","","1797.22","2991460","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1794.25","3939476","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","rwmutex-r1000w10.pnml","3020","2020","26040","0","tg,bs,hf","21.460","3020","2020","","","","","","","","","1796.98","3515316","","","","","","",
"performance","done","","chain","sat-like","20","true","true","Kanban-20.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","992","992","8.030","805422366595","5516","5970","5040","1532916","8.03","3029884",
"performance","done","","chain","sat-like","20","true","true","raft_07.pnml","253","442","1664","253","tg,bs,hf","0.060","253","442","53924","53924","1018.880","3.55265029627049e+35","659990","2206","1616","1616","1019.15","3835624",
"statistics","done","","chain","sat-like","20","true","true","ring.pnml","139","87","410","0","tg,bs,hf","0.010","139","87","7165","7165","1.490","902651904000","4834","772","1081","751","1.51","2896964",
"performance","done","","bfs","sat-like","20","true","true","MAPK-20.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","6060","6060","18.010","88125763956","4507","7255","5980","19605","18.02","2989760",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1794.55","3913856","","","","","","",
"performance","done","","chain","sat-like","20","true","true","MAPK-40.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","2238","2238","18.530","478293389221095","24492","25435","20770","128280","18.55","2987132",
"statistics","done","","chain-prev","sat-like","20","true","true","ring.pnml","139","87","410","0","tg,bs,hf","0.000","139","87","7165","7165","2.440","902651904000","4834","772","1081","751","2.45","2903628",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-C-10.pnml","60","40","174","0","tg,bs,hf","0.000","60","40","653","653","0.050","823552","509","348","596","476","0.05","2809760",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-C-20.pnml","120","80","354","0","tg,bs,hf","0.010","120","80","1348","1348","0.140","406454747136","1049","708","1226","1016","0.16","2893412",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N10-unfolded.pnml","188","2108","15950","0","tg,bs,hf","5.090","188","2108","","","","","","","","","1797.14","3255452","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","20","true","true","10-100_phaseVariation.pnml","302","3137","21755","0","tg,bs,hf","8.060","302","3137","","","","","","","","","1628.19","3978804","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V50-P20-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","2.120","128","1328","","","","","","","","","1791.92","3936152","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","database10UNFOLD.pnml","830","800","3800","0","tg,bs,hf","0.490","830","800","","","","","","","","","1796.81","3447816","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V20-P10-N50-unfolded.pnml","108","2228","17190","0","tg,bs,hf","6.390","108","2228","","","","","","","","","1796.90","3136836","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","HouseConstruction-020.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","852","852","26.850","13665907559010","428701","12680","10241","98098","26.96","3089304",
"performance","ootime","killed","chain","sat-like","20","true","true","SafeBus-06-unfolded.pnml","144","451","2968","0","tg,bs,hf","0.130","144","451","","","","","","","","","1796.44","3259500","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","lamport_fmea-4.pnml","135","230","990","0","tg,bs,hf","0.030","135","230","33243","33243","21.800","1914784","69180","1120","1981","1293","21.86","2950096",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","raft_09.pnml","413","710","2728","413","tg,bs,hf","0.210","413","710","","","","","","","","","1784.52","3946276","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","Kanban-100.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1760.58","3941268","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.000","50","50","137","137","0.000","59049","295","320","441","280","0.01","2786680",
"performance","done","","chain-prev","sat-like","20","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.120","1030","1020","16346","16346","54.380","1524","229089","24120","34068","1025060","59.23","2929392",
"performance","ootime","killed","bfs","sat-like","20","true","true","rwmutex-r500w10.pnml","1520","1020","13040","0","tg,bs,hf","4.490","1520","1020","","","","","","","","","1797.24","2969108","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S04-J06-T06-unfolded.pnml","618","3190","21570","0","tg,bs,hf","191.890","618","3190","","","","","","","","","1797.20","3108656","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","dekker-200.pnml","1000","40400","320400","0","tg,bs,hf","","","","","","","","","1797.20","596536","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","Peterson-4.pnml","480","690","2120","0","tg,bs,hf","0.090","480","690","","","","","","","","","1797.20","3193052","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","514.010","632","10500","","","","","","","","","1795.85","4023192","","","","","","",
"statistics","done","","bfs-prev","sat-like","20","true","true","rwmutex-r10w500.pnml","1030","1020","12060","0","tg,bs,hf","4.490","1030","1020","16362","16362","56.710","1524","229089","24120","34068","1025060","61.95","2929388",
"performance","done","","bfs-prev","sat-like","20","true","true","FMS-2.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","477","477","0.010","3444","123","205","203","140","0.02","2876372",
"performance","ootime","killed","chain","sat-like","20","true","true","angiogenesis-20.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1777.44","3939576","","","","","","",
"performance","error","boostperm","chain","sat-like","20","true","true","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","0.01","92","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","galloc_res-5.pnml","75","56105","492760","0","tg,bs,hf","","","","","","","","","1796.60","1049504","","","","","","",
"statistics","done","","chain","sat-like","20","true","true","angiogenesis-01.pnml","39","64","185","0","tg,bs,hf","0.010","39","64","568","568","0.010","110","275","288","462","254","0.21","2891124","334","1778","2678","72","19890","27795",
"performance","done","","chain","sat-like","20","true","true","RAS-C-50.pnml","300","200","894","0","tg,bs,hf","0.010","300","200","1823","1823","0.250","4.87175380081244e+28","2669","1788","3116","2636","0.28","2897032",
"performance","ootime","killed","chain","sat-like","20","true","true","HouseConstruction-050.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1795.72","3939252","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","RAS-C-20.pnml","120","80","354","0","tg,bs,hf","0.000","120","80","704","704","0.070","406454747136","1049","708","1226","1016","0.08","2892924",
"statistics","oomem","mddtable","bfs","sat-like","20","true","true","PolyORB-NT-S05-J40-unfolded.pnml","629","1590","10704","0","tg,bs,hf","2.820","629","1590","","","","","","","","","1449.90","3881652","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","database2UNFOLD.pnml","38","32","88","0","tg,bs,hf","0.000","38","32","192","192","0.000","153","170","176","227","128","0.22","2890956","170","595","1694","60","4829","7744",
"statistics","ootime","killed","chain","sat-like","20","true","true","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","1797.61","380556","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","simple_lbs-15.pnml","149","1280","8988","0","tg,bs,hf","1.900","149","1280","","","","","","","","","1797.05","3782012","","","","","","",
"performance","error","boostperm","bfs","sat-like","20","true","true","neoelection-2.unf.pnml","438","357","1998","0","tg,bs,hf","","","","","","","","","","","","0.09","88","","","","","","",
"performance","oomem","cache","bfs","sat-like","20","true","true","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","42.570","25000","25000","","","","","","","","","53.74","3252028","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","CircularTrain-768.pnml","1536","768","3072","0","tg,bs,hf","0.120","1536","768","","","","","","","","","1795.30","3950960","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","circadian_clock-000010.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","384","384","0.060","644204","118","824","464","1914","0.06","2888536",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","simple_lbs-15.pnml","149","1280","8988","0","tg,bs,hf","15.240","149","1280","","","","","","","","","1797.18","3227016","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","707","707","1.220","89621","6729","1705","1365","5327","1.22","2893756",
"performance","done","","bfs-prev","sat-like","20","true","true","2D8_gradient_5x5_50.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","12954","12954","579.710","1.75295157137163e+19","30600","205200","198288","190944","579.74","3939872",
"performance","done","","chain","sat-like","20","true","true","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.010","24","72","402","402","0.020","4096","52","880","936","744","0.03","2809616",
"performance","done","","chain-prev","sat-like","20","true","true","Philosophers-500.pnml","2500","2500","8000","0","tg,bs,hf","0.540","2500","2500","7477","7477","8.920","3.636029179587e+238","16679","16000","22119","14000","11.42","2998756",
"performance","done","","chain","sat-like","20","true","true","Vasy2003.pnml","485","776","2809","485","tg,bs,hf","0.180","485","776","64951","64951","68.990","9.7947391476109e+21","55228","4038","2760","2694","69.34","2955348",
